Time (microseconds),V_ch1
0.00,2.69298100471497
208.33,5.89894771575928
416.67,9.10491466522217
625.00,14.2344617843628
833.33,18.7228164672852
1041.67,22.5699768066406
1250.00,21.928783416748
1458.33,30.2642974853516
1666.67,35.3938446044922
1875.00,37.9586181640625
2083.33,42.4469718933105
2291.67,46.9353256225586
2500.00,52.0648727416992
2708.33,55.2708396911621
2916.67,59.7591934204102
3125.00,62.3239669799805
3333.33,68.0947036743164
3541.67,70.0182876586914
3750.00,75.147834777832
3958.33,80.2773818969727
4166.67,82.842155456543
4375.00,87.9717025756836
4583.33,92.4600524902344
4791.67,96.3072128295898
5000.00,99.51318359375
5208.33,103.360343933105
5416.67,105.283920288086
5625.00,110.413467407227
5833.33,113.619438171387
6041.67,120.031372070313
6250.00,122.596145629883
6458.33,128.366882324219
6666.67,129.008071899414
6875.00,136.06120300293
7083.33,134.778823852539
7291.67,143.114334106445
7500.00,148.243881225586
7708.33,148.885070800781
7916.67,154.655807495117
8125.00,158.502975463867
8333.33,164.914901733398
8541.67,166.197296142578
8750.00,170.685653686523
8958.33,172.609222412109
9166.67,182.868316650391
9375.00,178.379974365234
9583.33,185.433090209961
9791.67,191.845031738281
10000.00,193.768615722656
10208.33,196.974578857422
10416.67,201.462936401367
10625.00,204.668899536133
10833.33,207.874862670898
11041.67,210.439636230469
11250.00,213.645599365234
11458.33,219.416351318359
11666.67,218.13395690918
11875.00,226.469467163086
12083.33,231.599014282227
12291.67,231.599014282227
12500.00,236.728561401367
12708.33,242.499313354492
12916.67,246.346466064453
13125.00,248.911239624023
13333.33,252.117202758789
13541.67,254.681976318359
13750.00,259.8115234375
13958.33,263.65869140625
14166.67,265.582275390625
14375.00,268.147033691406
14583.33,270.711822509766
14791.67,275.841369628906
15000.00,278.406127929688
15208.33,281.612091064453
15416.67,283.535675048828
15625.00,287.382843017578
15833.33,289.947631835938
16041.67,291.230010986328
16250.00,293.153594970703
16458.33,296.359558105469
16666.67,297.641937255859
16875.00,302.771484375
17083.33,302.771484375
17291.67,305.336273193359
17500.00,307.259826660156
17708.33,307.901031494141
17916.67,309.183410644531
18125.00,313.671783447266
18333.33,313.030578613281
18541.67,314.312957763672
18750.00,323.289672851563
18958.33,316.236541748047
19166.67,322.007293701172
19375.00,318.160125732422
19583.33,322.648468017578
19791.67,322.007293701172
20000.00,323.289672851563
20208.33,324.572052001953
20416.67,328.419219970703
20625.00,327.778015136719
20833.33,327.136840820313
21041.67,332.266387939453
21250.00,327.778015136719
21458.33,329.060424804688
21666.67,328.419219970703
21875.00,330.342803955078
22083.33,329.060424804688
22291.67,330.342803955078
22500.00,330.984008789063
22708.33,330.342803955078
22916.67,332.907562255859
23125.00,333.548767089844
23333.33,339.960693359375
23541.67,334.189971923828
23750.00,336.754730224609
23958.33,334.831146240234
24166.67,336.113555908203
24375.00,334.189971923828
24583.33,338.037109375
24791.67,335.472351074219
25000.00,335.472351074219
25208.33,335.472351074219
25416.67,338.037109375
25625.00,334.189971923828
25833.33,339.319519042969
26041.67,339.960693359375
26250.00,337.395935058594
26458.33,339.319519042969
26666.67,339.319519042969
26875.00,340.601898193359
27083.33,338.678314208984
27291.67,337.395935058594
27500.00,339.960693359375
27708.33,341.88427734375
27916.67,338.037109375
28125.00,341.88427734375
28333.33,341.243103027344
28541.67,343.807861328125
28750.00,340.601898193359
28958.33,341.88427734375
29166.67,343.166656494141
29375.00,341.88427734375
29583.33,339.319519042969
29791.67,343.166656494141
30000.00,344.449066162109
30208.33,343.166656494141
30416.67,340.601898193359
30625.00,343.166656494141
30833.33,344.449066162109
31041.67,340.601898193359
31250.00,343.166656494141
31458.33,340.601898193359
31666.67,341.88427734375
31875.00,337.395935058594
32083.33,338.037109375
32291.67,334.189971923828
32500.00,333.548767089844
32708.33,329.701599121094
32916.67,329.060424804688
33125.00,325.854461669922
33333.33,323.930877685547
33541.67,321.366088867188
33750.00,319.442504882813
33958.33,315.595367431641
34166.67,314.954162597656
34375.00,311.748199462891
34583.33,311.106994628906
34791.67,307.259826660156
35000.00,303.412689208984
35208.33,299.565521240234
35416.67,297.641937255859
35625.00,293.153594970703
35833.33,293.153594970703
36041.67,286.741638183594
36250.00,286.100463867188
36458.33,280.970916748047
36666.67,280.329711914063
36875.00,273.917785644531
37083.33,273.917785644531
37291.67,271.352996826172
37500.00,268.147033691406
37708.33,266.223449707031
37916.67,262.376312255859
38125.00,259.170349121094
38333.33,255.964370727539
38541.67,251.476013183594
38750.00,248.270050048828
38958.33,245.705276489258
39166.67,241.858108520508
39375.00,238.010955810547
39583.33,235.446182250977
39791.67,234.163787841797
40000.00,227.11067199707
40208.33,223.904693603516
40416.67,219.416351318359
40625.00,216.210372924805
40833.33,212.363220214844
41041.67,209.798446655273
41250.00,202.745315551758
41458.33,202.104125976563
41666.67,199.539352416992
41875.00,196.974578857422
42083.33,193.127410888672
42291.67,187.997863769531
42500.00,184.15071105957
42708.33,179.662353515625
42916.67,176.456390380859
43125.00,170.044448852539
43333.33,168.120880126953
43541.67,159.144165039063
43750.00,161.708938598633
43958.33,155.938201904297
44166.67,153.373428344727
44375.00,149.526260375977
44583.33,145.679107666016
44791.67,143.114334106445
45000.00,137.984786987305
45208.33,134.137619018555
45416.67,127.725692749023
45625.00,125.802108764648
45833.33,121.313758850098
46041.67,120.031372070313
46250.00,112.978240966797
46458.33,111.054664611816
46666.67,104.642730712891
46875.00,102.07795715332
47083.33,91.8188629150391
47291.67,93.1012496948242
47500.00,87.9717025756836
47708.33,84.1245422363281
47916.67,81.5597686767578
48125.00,75.7890243530273
48333.33,72.5830612182617
48541.67,66.8123168945313
48750.00,59.1180000305176
48958.33,57.8356132507324
49166.67,55.2708396911621
49375.00,48.2177124023438
49583.33,46.9353256225586
49791.67,43.0881652832031
50000.00,39.2410049438477
50208.33,32.8290710449219
50416.67,29.623104095459
50625.00,26.4171371459961
50833.33,21.928783416748
51041.67,15.5168485641479
51250.00,12.9520750045776
51458.33,9.10491466522217
51666.67,5.89894771575928
