Time (microseconds),V_ch1
0.00,1.41059410572052
208.33,3.33417439460754
416.67,10.3873014450073
625.00,13.5932683944702
833.33,16.1580429077148
1041.67,23.2111701965332
1250.00,25.7759437561035
1458.33,30.2642974853516
1666.67,34.7526512145996
1875.00,37.3174247741699
2083.33,43.0881652832031
2291.67,46.9353256225586
2500.00,48.2177124023438
2708.33,55.2708396911621
2916.67,58.476806640625
3125.00,59.1180000305176
3333.33,64.2475433349609
3541.67,70.0182876586914
3750.00,75.7890243530273
3958.33,77.7126083374023
4166.67,80.918571472168
4375.00,85.4069290161133
4583.33,90.5364761352539
4791.67,91.8188629150391
5000.00,98.2307968139648
5208.33,100.154373168945
5416.67,103.360343933105
5625.00,109.131080627441
5833.33,114.901824951172
6041.67,120.031372070313
6250.00,118.748985290527
6458.33,125.160919189453
6666.67,127.725692749023
6875.00,136.702392578125
7083.33,136.06120300293
7291.67,140.549560546875
7500.00,145.679107666016
7708.33,148.243881225586
7916.67,154.655807495117
8125.00,157.220581054688
8333.33,163.632522583008
8541.67,164.914901733398
8750.00,168.762069702148
8958.33,173.250427246094
9166.67,176.456390380859
9375.00,179.02116394043
9583.33,184.791900634766
9791.67,187.997863769531
10000.00,192.486221313477
10208.33,195.692184448242
10416.67,198.256958007813
10625.00,202.745315551758
10833.33,205.951278686523
11041.67,211.080825805664
11250.00,212.363220214844
11458.33,218.775146484375
11666.67,221.339920043945
11875.00,226.469467163086
12083.33,229.034240722656
12291.67,231.599014282227
12500.00,238.010955810547
12708.33,238.652145385742
12916.67,243.781692504883
13125.00,246.987655639648
13333.33,249.552429199219
13541.67,252.117202758789
13750.00,256.605560302734
13958.33,258.529144287109
14166.67,263.017486572266
14375.00,265.582275390625
14583.33,270.070617675781
14791.67,273.276580810547
15000.00,275.200164794922
15208.33,280.970916748047
15416.67,281.612091064453
15625.00,284.818084716797
15833.33,286.741638183594
16041.67,290.588806152344
16250.00,291.871185302734
16458.33,288.024047851563
16666.67,297.000732421875
16875.00,298.283142089844
17083.33,301.489105224609
17291.67,302.771484375
17500.00,303.412689208984
17708.33,307.259826660156
17916.67,307.901031494141
18125.00,311.106994628906
18333.33,308.542236328125
18541.67,314.954162597656
18750.00,312.389373779297
18958.33,316.236541748047
19166.67,317.518920898438
19375.00,318.160125732422
19583.33,320.083709716797
19791.67,321.366088867188
20000.00,324.572052001953
20208.33,322.648468017578
20416.67,326.495635986328
20625.00,322.648468017578
20833.33,326.495635986328
21041.67,323.930877685547
21250.00,328.419219970703
21458.33,328.419219970703
21666.67,329.060424804688
21875.00,329.060424804688
22083.33,329.701599121094
22291.67,325.213256835938
22500.00,330.342803955078
22708.33,332.266387939453
22916.67,328.419219970703
23125.00,332.907562255859
23333.33,331.625183105469
23541.67,331.625183105469
23750.00,332.907562255859
23958.33,331.625183105469
24166.67,332.266387939453
24375.00,333.548767089844
24583.33,330.984008789063
24791.67,334.189971923828
25000.00,336.754730224609
25208.33,336.113555908203
25416.67,336.113555908203
25625.00,335.472351074219
25833.33,338.037109375
26041.67,335.472351074219
26250.00,338.037109375
26458.33,335.472351074219
26666.67,338.678314208984
26875.00,335.472351074219
27083.33,339.319519042969
27291.67,339.319519042969
27500.00,338.678314208984
27708.33,339.960693359375
27916.67,338.678314208984
28125.00,340.601898193359
28333.33,339.319519042969
28541.67,339.319519042969
28750.00,339.319519042969
28958.33,340.601898193359
29166.67,339.319519042969
29375.00,342.525482177734
29583.33,339.960693359375
29791.67,341.243103027344
30000.00,338.678314208984
30208.33,341.88427734375
30416.67,343.166656494141
30625.00,341.243103027344
30833.33,341.88427734375
31041.67,345.7314453125
31250.00,343.807861328125
31458.33,340.601898193359
31666.67,341.243103027344
31875.00,339.319519042969
32083.33,339.960693359375
32291.67,333.548767089844
32500.00,334.189971923828
32708.33,330.984008789063
32916.67,330.342803955078
33125.00,325.213256835938
33333.33,326.495635986328
33541.67,322.648468017578
33750.00,320.083709716797
33958.33,323.289672851563
34166.67,314.954162597656
34375.00,316.236541748047
34583.33,309.183410644531
34791.67,306.61865234375
35000.00,302.771484375
35208.33,302.130279541016
35416.67,300.847900390625
35625.00,298.283142089844
35833.33,294.435974121094
36041.67,289.306427001953
36250.00,291.230010986328
36458.33,284.818084716797
36666.67,280.970916748047
36875.00,277.123748779297
37083.33,275.841369628906
37291.67,270.070617675781
37500.00,268.788238525391
37708.33,265.582275390625
37916.67,261.093902587891
38125.00,258.529144287109
38333.33,254.681976318359
38541.67,257.887939453125
38750.00,247.628860473633
38958.33,245.705276489258
39166.67,241.216918945313
39375.00,238.652145385742
39583.33,234.163787841797
39791.67,230.316635131836
40000.00,228.393051147461
40208.33,220.69873046875
40416.67,222.622314453125
40625.00,216.851577758789
40833.33,211.722030639648
41041.67,211.080825805664
41250.00,207.233673095703
41458.33,203.386505126953
41666.67,200.821731567383
41875.00,196.974578857422
42083.33,194.409805297852
42291.67,189.921447753906
42500.00,185.433090209961
42708.33,182.868316650391
42916.67,177.097579956055
43125.00,173.250427246094
43333.33,170.044448852539
43541.67,164.914901733398
43750.00,164.914901733398
43958.33,159.785354614258
44166.67,155.938201904297
44375.00,153.373428344727
44583.33,146.961486816406
44791.67,139.90837097168
45000.00,139.267166137695
45208.33,136.06120300293
45416.67,129.008071899414
45625.00,129.008071899414
45833.33,122.596145629883
46041.67,122.596145629883
46250.00,113.619438171387
46458.33,111.695854187012
46666.67,105.925117492676
46875.00,105.925117492676
47083.33,95.0248260498047
47291.67,95.6660232543945
47500.00,87.9717025756836
47708.33,86.6893157958984
47916.67,82.842155456543
48125.00,78.3537979125977
48333.33,77.7126083374023
48541.67,71.3006744384766
48750.00,66.1711273193359
48958.33,60.4003868103027
49166.67,58.476806640625
49375.00,50.7824859619141
49583.33,49.5000991821289
49791.67,44.3705520629883
50000.00,41.805778503418
50208.33,36.6762313842773
50416.67,32.8290710449219
50625.00,27.6995239257813
50833.33,23.8523635864258
51041.67,20.6463966369629
51250.00,14.8756551742554
51458.33,11.0284948348999
51666.67,7.18133449554443
51875.00,2.05178761482239
52083.33,-0.51298600435257
52291.67,-5.64253330230713
52500.00,-8.20730686187744
52708.33,-12.0544672012329
52916.67,-15.9016275405884
53125.00,-19.7487869262695
53333.33,-23.595947265625
53541.67,-28.084300994873
53750.00,-31.9314613342285
53958.33,-35.1374282836914
54166.67,-40.266975402832
54375.00,-44.7553291320801
54583.33,-49.2436828613281
54791.67,-51.8084564208984
55000.00,-53.0908432006836
55208.33,-59.5027770996094
55416.67,-64.63232421875
55625.00,-67.8382949829102
55833.33,-73.6090316772461
56041.67,-76.1738052368164
56250.00,-78.7385787963867
56458.33,-87.7152862548828
56666.67,-87.0740966796875
56875.00,-90.2800598144531
57083.33,-94.1272201538086
