Time (microseconds),scope4
190416.67,-271.823486328125
190500.00,-273.112213134766
190583.33,-271.179107666016
190666.67,-273.112213134766
190750.00,-274.400909423828
190833.33,-276.334014892578
190916.67,-276.978363037109
191000.00,-277.622711181641
191083.33,-278.911437988281
191166.67,-280.200164794922
191250.00,-279.555816650391
191333.33,-279.555816650391
191416.67,-283.421966552734
191500.00,-280.200164794922
191583.33,-281.488891601563
191666.67,-282.777618408203
191750.00,-284.710693359375
191833.33,-285.999420166016
191916.67,-285.355041503906
192000.00,-284.710693359375
192083.33,-287.932495117188
192166.67,-285.999420166016
192250.00,-287.288146972656
192333.33,-285.999420166016
192416.67,-285.999420166016
192500.00,-296.953552246094
192583.33,-289.221221923828
192666.67,-291.154296875
192750.00,-291.798645019531
192833.33,-289.865570068359
192916.67,-292.443023681641
193000.00,-295.020446777344
193083.33,-296.953552246094
193166.67,-293.731750488281
193250.00,-296.309173583984
193333.33,-296.309173583984
193416.67,-294.376098632813
193500.00,-295.020446777344
193583.33,-300.175354003906
193666.67,-298.886627197266
193750.00,-300.819702148438
193833.33,-297.597900390625
193916.67,-299.530975341797
194000.00,-300.175354003906
194083.33,-298.886627197266
194166.67,-301.464050292969
194250.00,-303.397155761719
194333.33,-304.685852050781
194416.67,-302.752777099609
194500.00,-304.04150390625
194583.33,-307.263305664063
194666.67,-301.464050292969
194750.00,-304.04150390625
194833.33,-307.263305664063
194916.67,-306.618957519531
195000.00,-305.974578857422
195083.33,-309.196380615234
195166.67,-308.552032470703
195250.00,-309.196380615234
195333.33,-307.263305664063
195416.67,-307.907684326172
195500.00,-313.706909179688
195583.33,-311.129486083984
195666.67,-309.196380615234
195750.00,-310.485107421875
195833.33,-311.129486083984
195916.67,-311.129486083984
196000.00,-311.773834228516
196083.33,-314.351287841797
196166.67,-315.639984130859
196250.00,-313.062561035156
196333.33,-317.573089599609
196416.67,-313.062561035156
196500.00,-314.995635986328
196583.33,-312.418182373047
196666.67,-315.639984130859
196750.00,-314.351287841797
196833.33,-314.995635986328
196916.67,-316.9287109375
197000.00,-316.284362792969
197083.33,-316.284362792969
197166.67,-316.284362792969
197250.00,-315.639984130859
197333.33,-318.861785888672
197416.67,-317.573089599609
197500.00,-319.506164550781
197583.33,-322.727966308594
197666.67,-318.861785888672
197750.00,-320.150512695313
197833.33,-318.861785888672
197916.67,-321.439239501953
198000.00,-320.150512695313
198083.33,-320.794891357422
198166.67,-319.506164550781
198250.00,-320.794891357422
198333.33,-322.083587646484
198416.67,-320.794891357422
198500.00,-322.727966308594
198583.33,-325.305389404297
198666.67,-321.439239501953
198750.00,-322.083587646484
198833.33,-322.727966308594
198916.67,-322.727966308594
199000.00,-323.372314453125
199083.33,-322.727966308594
199166.67,-323.372314453125
199250.00,-323.372314453125
199333.33,-325.949768066406
199416.67,-325.305389404297
199500.00,-322.083587646484
199583.33,-325.305389404297
199666.67,-323.372314453125
199750.00,-325.949768066406
199833.33,-325.949768066406
199916.67,-326.594116210938
200000.00,-326.594116210938
200083.33,-325.949768066406
200166.67,-325.305389404297
200250.00,-325.949768066406
200333.33,-327.882843017578
200416.67,-327.882843017578
200500.00,-329.81591796875
200583.33,-329.171569824219
200666.67,-333.682098388672
200750.00,-329.81591796875
200833.33,-330.460296630859
200916.67,-325.949768066406
201000.00,-328.527221679688
201083.33,-328.527221679688
201166.67,-330.460296630859
201250.00,-333.037719726563
201333.33,-325.949768066406
201416.67,-329.81591796875
201500.00,-329.171569824219
201583.33,-329.81591796875
201666.67,-331.7490234375
201750.00,-330.460296630859
201833.33,-329.81591796875
201916.67,-333.037719726563
202000.00,-329.171569824219
202083.33,-331.104644775391
202166.67,-331.7490234375
202250.00,-329.171569824219
202333.33,-333.037719726563
202416.67,-331.7490234375
202500.00,-331.104644775391
202583.33,-332.393371582031
202666.67,-333.037719726563
202750.00,-329.81591796875
202833.33,-331.104644775391
202916.67,-331.7490234375
203000.00,-336.259521484375
203083.33,-333.037719726563
203166.67,-332.393371582031
203250.00,-333.037719726563
203333.33,-332.393371582031
203416.67,-332.393371582031
203500.00,-335.615173339844
203583.33,-333.682098388672
203666.67,-333.037719726563
203750.00,-334.326446533203
203833.33,-334.970825195313
203916.67,-334.326446533203
204000.00,-333.682098388672
204083.33,-331.7490234375
204166.67,-334.970825195313
204250.00,-336.259521484375
204333.33,-334.970825195313
204416.67,-336.903900146484
204500.00,-335.615173339844
204583.33,-333.682098388672
204666.67,-333.682098388672
204750.00,-334.326446533203
204833.33,-336.259521484375
204916.67,-335.615173339844
205000.00,-334.326446533203
205083.33,-334.326446533203
205166.67,-336.903900146484
205250.00,-333.682098388672
205333.33,-334.970825195313
205416.67,-335.615173339844
205500.00,-336.903900146484
205583.33,-337.548248291016
205666.67,-336.259521484375
205750.00,-338.192626953125
205833.33,-336.259521484375
205916.67,-332.393371582031
206000.00,-338.192626953125
206083.33,-336.903900146484
206166.67,-336.259521484375
206250.00,-337.548248291016
206333.33,-336.259521484375
206416.67,-336.903900146484
206500.00,-334.326446533203
206583.33,-336.903900146484
206666.67,-339.481323242188
206750.00,-337.548248291016
206833.33,-339.481323242188
206916.67,-337.548248291016
207000.00,-339.481323242188
207083.33,-337.548248291016
207166.67,-337.548248291016
207250.00,-339.481323242188
207333.33,-335.615173339844
207416.67,-338.836975097656
207500.00,-336.903900146484
207583.33,-338.192626953125
207666.67,-338.836975097656
207750.00,-334.326446533203
207833.33,-338.836975097656
207916.67,-338.192626953125
208000.00,-337.548248291016
208083.33,-340.770050048828
208166.67,-337.548248291016
208250.00,-338.192626953125
208333.33,-337.548248291016
208416.67,-338.836975097656
208500.00,-337.548248291016
208583.33,-340.125701904297
208666.67,-340.770050048828
208750.00,-338.192626953125
208833.33,-342.058776855469
208916.67,-338.192626953125
209000.00,-338.836975097656
209083.33,-339.481323242188
209166.67,-343.347503662109
209250.00,-340.125701904297
209333.33,-340.125701904297
209416.67,-338.836975097656
209500.00,-340.125701904297
209583.33,-336.903900146484
209666.67,-340.125701904297
209750.00,-340.125701904297
209833.33,-343.991851806641
209916.67,-339.481323242188
210000.00,-342.703125
210083.33,-340.770050048828
210166.67,-340.125701904297
210250.00,-339.481323242188
210333.33,-338.836975097656
210416.67,-340.125701904297
210500.00,-340.770050048828
210583.33,-348.502380371094
210666.67,-340.770050048828
210750.00,-338.836975097656
210833.33,-340.125701904297
210916.67,-340.770050048828
211000.00,-343.347503662109
211083.33,-348.502380371094
211166.67,-340.770050048828
211250.00,-339.481323242188
211333.33,-341.414428710938
211416.67,-340.125701904297
211500.00,-338.836975097656
211583.33,-339.481323242188
211666.67,-339.481323242188
211750.00,-341.414428710938
211833.33,-342.703125
211916.67,-341.414428710938
212000.00,-340.770050048828
212083.33,-340.125701904297
212166.67,-341.414428710938
212250.00,-342.703125
212333.33,-341.414428710938
212416.67,-348.502380371094
212500.00,-340.770050048828
212583.33,-341.414428710938
212666.67,-340.770050048828
212750.00,-341.414428710938
212833.33,-343.347503662109
212916.67,-342.058776855469
213000.00,-340.770050048828
213083.33,-342.058776855469
213166.67,-342.703125
213250.00,-340.125701904297
213333.33,-340.125701904297
213416.67,-341.414428710938
213500.00,-340.770050048828
213583.33,-341.414428710938
213666.67,-345.280578613281
213750.00,-342.058776855469
213833.33,-343.347503662109
213916.67,-341.414428710938
214000.00,-341.414428710938
214083.33,-342.703125
214166.67,-341.414428710938
214250.00,-348.502380371094
214333.33,-342.058776855469
214416.67,-343.347503662109
214500.00,-341.414428710938
214583.33,-340.125701904297
214666.67,-343.347503662109
214750.00,-342.058776855469
214833.33,-348.502380371094
214916.67,-343.347503662109
215000.00,-342.703125
215083.33,-343.991851806641
215166.67,-340.125701904297
215250.00,-341.414428710938
215333.33,-342.058776855469
215416.67,-342.058776855469
215500.00,-345.280578613281
215583.33,-342.058776855469
215666.67,-343.347503662109
215750.00,-342.703125
215833.33,-341.414428710938
215916.67,-342.703125
216000.00,-342.058776855469
216083.33,-342.703125
216166.67,-339.481323242188
216250.00,-343.347503662109
216333.33,-343.347503662109
216416.67,-340.125701904297
216500.00,-341.414428710938
216583.33,-341.414428710938
216666.67,-340.125701904297
216750.00,-340.770050048828
216833.33,-340.125701904297
216916.67,-341.414428710938
217000.00,-339.481323242188
217083.33,-338.192626953125
217166.67,-338.192626953125
217250.00,-338.836975097656
217333.33,-340.125701904297
217416.67,-336.903900146484
217500.00,-337.548248291016
217583.33,-340.125701904297
217666.67,-336.903900146484
217750.00,-336.903900146484
217833.33,-336.259521484375
217916.67,-337.548248291016
218000.00,-335.615173339844
218083.33,-338.192626953125
218166.67,-335.615173339844
218250.00,-334.970825195313
218333.33,-334.326446533203
218416.67,-333.682098388672
218500.00,-333.037719726563
218583.33,-338.192626953125
218666.67,-332.393371582031
218750.00,-332.393371582031
218833.33,-331.104644775391
218916.67,-331.104644775391
219000.00,-329.171569824219
219083.33,-331.104644775391
219166.67,-332.393371582031
219250.00,-328.527221679688
219333.33,-330.460296630859
219416.67,-325.949768066406
219500.00,-327.882843017578
219583.33,-324.661041259766
219666.67,-324.661041259766
219750.00,-324.661041259766
219833.33,-321.439239501953
219916.67,-323.372314453125
220000.00,-322.727966308594
220083.33,-323.372314453125
220166.67,-324.016693115234
220250.00,-320.150512695313
220333.33,-323.372314453125
220416.67,-320.794891357422
220500.00,-319.506164550781
220583.33,-320.794891357422
220666.67,-319.506164550781
220750.00,-318.217437744141
220833.33,-316.284362792969
220916.67,-314.995635986328
221000.00,-315.639984130859
221083.33,-316.9287109375
221166.67,-316.284362792969
221250.00,-313.062561035156
221333.33,-314.351287841797
221416.67,-314.351287841797
221500.00,-311.773834228516
221583.33,-311.129486083984
221666.67,-309.840759277344
221750.00,-310.485107421875
221833.33,-309.840759277344
221916.67,-309.196380615234
222000.00,-308.552032470703
222083.33,-308.552032470703
222166.67,-307.263305664063
222250.00,-306.618957519531
222333.33,-305.974578857422
222416.67,-304.685852050781
222500.00,-306.618957519531
222583.33,-304.04150390625
222666.67,-304.04150390625
222750.00,-300.819702148438
222833.33,-301.464050292969
222916.67,-304.04150390625
223000.00,-300.819702148438
223083.33,-298.886627197266
223166.67,-299.530975341797
223250.00,-298.242248535156
223333.33,-298.886627197266
223416.67,-296.309173583984
223500.00,-294.376098632813
223583.33,-296.953552246094
223666.67,-295.664825439453
223750.00,-293.731750488281
223833.33,-293.731750488281
223916.67,-293.087371826172
224000.00,-292.443023681641
224083.33,-293.087371826172
224166.67,-291.154296875
224250.00,-290.509948730469
224333.33,-292.443023681641
224416.67,-290.509948730469
224500.00,-289.865570068359
224583.33,-288.576843261719
224666.67,-287.288146972656
224750.00,-287.288146972656
224833.33,-285.999420166016
224916.67,-284.710693359375
225000.00,-285.355041503906
225083.33,-285.355041503906
225166.67,-283.421966552734
225250.00,-285.355041503906
225333.33,-279.555816650391
225416.67,-281.488891601563
225500.00,-281.488891601563
225583.33,-280.200164794922
225666.67,-278.911437988281
225750.00,-277.622711181641
225833.33,-277.622711181641
225916.67,-280.200164794922
226000.00,-275.689636230469
226083.33,-275.045288085938
226166.67,-275.045288085938
226250.00,-275.045288085938
226333.33,-273.112213134766
226416.67,-272.467834472656
226500.00,-271.823486328125
226583.33,-271.823486328125
226666.67,-270.534759521484
226750.00,-269.890411376953
226833.33,-269.890411376953
226916.67,-269.890411376953
227000.00,-266.024230957031
227083.33,-267.312957763672
227166.67,-269.890411376953
227250.00,-265.3798828125
227333.33,-266.024230957031
227416.67,-265.3798828125
227500.00,-263.44677734375
227583.33,-261.513702392578
227666.67,-261.513702392578
227750.00,-263.44677734375
227833.33,-262.158081054688
227916.67,-258.936279296875
228000.00,-258.936279296875
228083.33,-257.647552490234
228166.67,-257.003173828125
228250.00,-256.358825683594
228333.33,-256.358825683594
228416.67,-255.070098876953
228500.00,-255.070098876953
228583.33,-253.781387329102
228666.67,-253.137023925781
228750.00,-248.626495361328
228833.33,-250.559585571289
228916.67,-249.915222167969
229000.00,-249.915222167969
229083.33,-253.137023925781
229166.67,-247.982131958008
229250.00,-246.049057006836
229333.33,-245.404693603516
229416.67,-243.471618652344
229500.00,-243.471618652344
229583.33,-245.404693603516
229666.67,-243.471618652344
229750.00,-241.538528442383
229833.33,-240.894180297852
229916.67,-239.605453491211
230000.00,-238.961090087891
230083.33,-237.67236328125
230166.67,-235.739288330078
230250.00,-236.383651733398
230333.33,-237.028015136719
230416.67,-235.739288330078
230500.00,-240.249816894531
230583.33,-231.873123168945
230666.67,-231.873123168945
230750.00,-229.940048217773
230833.33,-231.228759765625
230916.67,-229.295684814453
231000.00,-228.006958007813
231083.33,-226.073883056641
231166.67,-226.073883056641
231250.00,-223.496444702148
231333.33,-224.14079284668
231416.67,-226.073883056641
231500.00,-225.42951965332
231583.33,-222.207717895508
231666.67,-222.852081298828
231750.00,-220.274642944336
231833.33,-221.563354492188
231916.67,-218.341552734375
232000.00,-217.697189331055
232083.33,-215.119750976563
232166.67,-215.119750976563
232250.00,-218.341552734375
232333.33,-212.54231262207
232416.67,-211.25358581543
232500.00,-211.89794921875
232583.33,-209.964874267578
232666.67,-212.54231262207
232750.00,-211.89794921875
232833.33,-208.676147460938
232916.67,-208.031784057617
233000.00,-206.098709106445
233083.33,-206.098709106445
233166.67,-203.521255493164
233250.00,-203.521255493164
233333.33,-199.65510559082
233416.67,-202.232543945313
233500.00,-203.521255493164
233583.33,-200.943817138672
233666.67,-199.65510559082
233750.00,-198.36637878418
233833.33,-197.077651977539
233916.67,-195.144577026367
234000.00,-195.788940429688
234083.33,-195.788940429688
234166.67,-199.0107421875
234250.00,-190.634048461914
234333.33,-190.634048461914
234416.67,-189.989685058594
234500.00,-190.634048461914
234583.33,-191.278411865234
234666.67,-188.700973510742
234750.00,-187.412246704102
234833.33,-186.767883300781
234916.67,-186.767883300781
235000.00,-184.190444946289
235083.33,-182.901718139648
235166.67,-179.679916381836
235250.00,-181.613006591797
235333.33,-181.613006591797
235416.67,-179.035568237305
235500.00,-179.679916381836
235583.33,-177.102478027344
235666.67,-175.169403076172
235750.00,-174.525039672852
235833.33,-173.880676269531
235916.67,-175.169403076172
236000.00,-178.391204833984
236083.33,-170.014511108398
236166.67,-170.658874511719
236250.00,-169.370147705078
236333.33,-169.370147705078
236416.67,-168.725799560547
236500.00,-166.148345947266
236583.33,-168.081436157227
236666.67,-164.859634399414
236750.00,-163.570907592773
236833.33,-162.282180786133
236916.67,-162.282180786133
237000.00,-159.06037902832
237083.33,-160.349105834961
237166.67,-160.349105834961
237250.00,-158.416030883789
237333.33,-156.482940673828
237416.67,-155.194213867188
237500.00,-153.261138916016
237583.33,-153.905502319336
237666.67,-151.972412109375
237750.00,-153.905502319336
237833.33,-151.328063964844
237916.67,-150.683700561523
238000.00,-148.106262207031
238083.33,-150.039337158203
238166.67,-146.817535400391
238250.00,-147.461898803711
238333.33,-145.52880859375
238416.67,-144.240097045898
238500.00,-145.52880859375
238583.33,-141.018295288086
238666.67,-140.373931884766
238750.00,-140.373931884766
238833.33,-137.152130126953
238916.67,-139.729568481445
239000.00,-137.796493530273
239083.33,-139.085205078125
239166.67,-135.219039916992
239250.00,-134.574676513672
239333.33,-132.6416015625
239416.67,-131.99723815918
239500.00,-131.352874755859
239583.33,-130.708526611328
239666.67,-131.352874755859
239750.00,-129.419799804688
239833.33,-127.486717224121
239916.67,-125.553634643555
240000.00,-126.197998046875
240083.33,-125.553634643555
240166.67,-124.909278869629
240250.00,-122.976196289063
240333.33,-124.264915466309
240416.67,-119.75439453125
240500.00,-118.465667724609
240583.33,-119.75439453125
240666.67,-115.243865966797
240750.00,-117.176948547363
240833.33,-115.888229370117
240916.67,-117.176948547363
241000.00,-115.243865966797
241083.33,-113.31078338623
241166.67,-110.088981628418
241250.00,-109.444625854492
241333.33,-109.444625854492
241416.67,-108.155899047852
241500.00,-108.155899047852
241583.33,-104.934097290039
241666.67,-103.645378112793
241750.00,-102.356658935547
241833.33,-103.001014709473
241916.67,-101.712295532227
242000.00,-100.42357635498
242083.33,-97.8461303710938
242166.67,-100.42357635498
242250.00,-97.201774597168
242333.33,-95.2686920166016
242416.67,-95.2686920166016
242500.00,-92.6912460327148
242583.33,-93.9799728393555
242666.67,-91.4025268554688
242750.00,-92.0468902587891
242833.33,-88.1807250976563
242916.67,-90.1138076782227
243000.00,-86.8920059204102
243083.33,-85.6032791137695
243166.67,-86.2476425170898
243250.00,-84.9589233398438
243333.33,-84.9589233398438
243416.67,-84.3145599365234
243500.00,-81.0927581787109
243583.33,-79.1596755981445
243666.67,-80.4483947753906
243750.00,-79.1596755981445
243833.33,-77.2265930175781
243916.67,-75.937873840332
244000.00,-77.2265930175781
244083.33,-74.6491546630859
244166.67,-72.7160720825195
244250.00,-72.0717086791992
244333.33,-70.7829895019531
244416.67,-68.8499069213867
244500.00,-67.5611877441406
244583.33,-67.5611877441406
244666.67,-64.3393859863281
244750.00,-66.2724685668945
244833.33,-63.6950225830078
244916.67,-64.9837417602539
245000.00,-60.4732208251953
245083.33,-60.4732208251953
245166.67,-60.4732208251953
245250.00,-59.8288612365723
245333.33,-59.8288612365723
245416.67,-57.2514190673828
245500.00,-55.3183364868164
245583.33,-54.6739768981934
245666.67,-54.0296173095703
245750.00,-53.38525390625
245833.33,-52.0965347290039
245916.67,-51.4521751403809
246000.00,-48.2303695678711
246083.33,-46.941650390625
246166.67,-48.8747329711914
246250.00,-45.0085678100586
246333.33,-44.3642082214355
246416.67,-43.0754852294922
246500.00,-43.0754852294922
246583.33,-43.0754852294922
246666.67,-39.2093238830566
246750.00,-40.4980430603027
246833.33,-38.5649642944336
246916.67,-37.2762413024902
247000.00,-37.2762413024902
247083.33,-36.6318817138672
247166.67,-34.0544395446777
247250.00,-32.1213569641113
247333.33,-30.8326358795166
247416.67,-29.5439147949219
247500.00,-29.5439147949219
247583.33,-28.2551937103271
247666.67,-27.6108341217041
247750.00,-26.9664726257324
247833.33,-25.0333919525146
247916.67,-23.7446708679199
248000.00,-23.1003093719482
248083.33,-21.1672286987305
248166.67,-20.5228672027588
248250.00,-19.8785076141357
248333.33,-19.8785076141357
248416.67,-19.8785076141357
248500.00,-15.3679828643799
248583.33,-16.0123443603516
248666.67,-15.3679828643799
248750.00,-13.4349012374878
248833.33,-12.1461801528931
248916.67,-11.5018196105957
249000.00,-12.1461801528931
249083.33,-6.34693574905396
249166.67,-8.28001689910889
249250.00,-6.34693574905396
249333.33,-6.99129629135132
249416.67,-5.05821466445923
249500.00,-4.41385412216187
249583.33,-3.12513279914856
249666.67,-2.4807722568512
249750.00,0.0966698154807091
249833.33,-1.19205129146576
249916.67,1.38539087772369
250000.00,2.02975153923035
250083.33,4.60719347000122
250166.67,4.60719347000122
250250.00,2.67411208152771
250333.33,8.47335720062256
250416.67,8.47335720062256
250500.00,10.4064388275146
250583.33,9.11771774291992
250666.67,9.76207828521729
250750.00,12.9838809967041
250833.33,11.050799369812
250916.67,14.9169626235962
251000.00,15.5613231658936
251083.33,16.2056827545166
251166.67,16.8500442504883
251250.00,16.8500442504883
251333.33,18.7831249237061
251416.67,18.7831249237061
251500.00,18.7831249237061
251583.33,23.2936496734619
251666.67,23.2936496734619
251750.00,23.938009262085
251833.33,25.8710918426514
251916.67,26.5154514312744
252000.00,27.1598129272461
252083.33,27.1598129272461
252166.67,27.8041725158691
252250.00,30.3816146850586
252333.33,32.314697265625
252416.67,31.6703357696533
252500.00,31.6703357696533
252583.33,33.6034164428711
252666.67,34.2477798461914
252750.00,36.1808586120605
252833.33,37.4695816040039
252916.67,40.0470237731934
253000.00,39.4026641845703
253083.33,38.75830078125
253166.67,40.6913833618164
253250.00,41.3357429504395
253333.33,41.9801063537598
253416.67,41.9801063537598
253500.00,45.2019081115723
253583.33,46.4906272888184
253666.67,46.4906272888184
253750.00,47.7793502807617
253833.33,49.7124328613281
253916.67,50.3567924499512
254000.00,47.7793502807617
254083.33,51.0011520385742
254166.67,54.867317199707
254250.00,54.2229537963867
254333.33,54.2229537963867
254416.67,55.5116767883301
254500.00,57.4447593688965
254583.33,57.4447593688965
254666.67,56.8003959655762
254750.00,60.666561126709
254833.33,60.666561126709
254916.67,60.666561126709
255000.00,61.9552803039551
255083.33,63.2440032958984
255166.67,63.2440032958984
255250.00,64.5327224731445
255333.33,67.1101684570313
255416.67,67.754524230957
255500.00,68.3988876342773
255583.33,69.0432510375977
255666.67,70.3319702148438
255750.00,70.9763259887695
255833.33,73.5537719726563
255916.67,71.6206893920898
256000.00,76.1312103271484
256083.33,74.8424911499023
256166.67,75.4868545532227
256250.00,77.4199371337891
256333.33,78.0642929077148
256416.67,81.9304580688477
256500.00,79.9973754882813
256583.33,79.3530197143555
256666.67,83.2191772460938
256750.00,82.574821472168
256833.33,85.1522598266602
256916.67,85.7966232299805
257000.00,83.8635406494141
257083.33,86.4409790039063
257166.67,87.0853424072266
257250.00,89.018424987793
257333.33,90.3071441650391
257416.67,90.9515075683594
257500.00,92.2402267456055
257583.33,91.5958633422852
257666.67,94.1733093261719
257750.00,94.8176727294922
257833.33,95.462028503418
257916.67,96.7507476806641
258000.00,98.0394744873047
258083.33,98.0394744873047
258166.67,98.6838302612305
258250.00,100.616912841797
258333.33,101.905632019043
258416.67,101.261276245117
258500.00,103.838714599609
258583.33,105.12744140625
258666.67,107.060516357422
258750.00,106.416160583496
258833.33,104.48307800293
258916.67,108.349243164063
259000.00,109.637962341309
259083.33,107.704879760742
259166.67,110.926681518555
259250.00,112.215400695801
259333.33,113.504127502441
259416.67,112.215400695801
259500.00,112.215400695801
259583.33,115.437210083008
259666.67,117.37028503418
259750.00,119.303367614746
259833.33,121.236450195313
259916.67,119.303367614746
260000.00,120.592094421387
260083.33,119.303367614746
260166.67,121.880813598633
260250.00,120.592094421387
260333.33,123.813896179199
260416.67,125.746978759766
260500.00,127.680053710938
260583.33,127.680053710938
260666.67,127.035697937012
260750.00,130.25749206543
260833.33,130.25749206543
260916.67,130.90185546875
261000.00,131.54621887207
261083.33,134.123657226563
261166.67,136.701110839844
261250.00,135.412384033203
261333.33,137.989822387695
261416.67,139.278549194336
261500.00,139.278549194336
261583.33,140.567260742188
261666.67,142.500350952148
261750.00,142.500350952148
261833.33,143.144714355469
261916.67,142.500350952148
262000.00,143.789077758789
262083.33,145.722152709961
262166.67,147.655227661133
262250.00,147.655227661133
262333.33,148.943954467773
262416.67,150.232681274414
262500.00,148.943954467773
262583.33,152.165756225586
262666.67,152.810119628906
262750.00,154.098846435547
262833.33,154.098846435547
262916.67,153.454483032227
263000.00,157.320648193359
263083.33,158.609359741211
263166.67,158.609359741211
263250.00,159.898086547852
263333.33,159.898086547852
263416.67,161.831161499023
263500.00,166.341690063477
263583.33,163.119888305664
263666.67,164.408615112305
263750.00,165.052963256836
263833.33,164.408615112305
263916.67,166.986053466797
264000.00,167.630416870117
264083.33,170.207855224609
264166.67,170.85221862793
264250.00,172.140930175781
264333.33,170.85221862793
264416.67,174.074020385742
264500.00,174.074020385742
264583.33,175.362731933594
264666.67,174.718383789063
264750.00,176.651458740234
264833.33,176.651458740234
264916.67,180.517623901367
265000.00,180.517623901367
265083.33,181.806335449219
265166.67,181.806335449219
265250.00,182.450698852539
265333.33,186.961227416992
265416.67,183.73942565918
265500.00,185.02815246582
265583.33,185.672500610352
265666.67,186.961227416992
265750.00,187.605590820313
265833.33,189.538665771484
265916.67,190.827392578125
266000.00,190.827392578125
266083.33,192.116104125977
266166.67,193.404830932617
266250.00,196.62663269043
266333.33,194.693557739258
266416.67,198.559722900391
266500.00,197.91535949707
266583.33,197.91535949707
266666.67,199.204071044922
266750.00,202.425872802734
266833.33,202.425872802734
266916.67,202.425872802734
267000.00,201.781524658203
267083.33,205.003326416016
267166.67,206.292037963867
267250.00,206.936401367188
267333.33,205.003326416016
267416.67,206.292037963867
267500.00,210.158203125
267583.33,208.869491577148
267666.67,212.091293334961
267750.00,208.225128173828
267833.33,212.091293334961
267916.67,214.024368286133
268000.00,212.735641479492
268083.33,217.246170043945
268166.67,213.380004882813
268250.00,216.601806640625
268333.33,215.957458496094
268416.67,216.601806640625
268500.00,219.823608398438
268583.33,220.467971801758
268666.67,221.756698608398
268750.00,221.756698608398
268833.33,221.756698608398
268916.67,223.68977355957
269000.00,226.911575317383
269083.33,225.622863769531
269166.67,224.978500366211
269250.00,228.200302124023
269333.33,228.844665527344
269416.67,229.489028930664
269500.00,227.555938720703
269583.33,229.489028930664
269666.67,232.066467285156
269750.00,234.643905639648
269833.33,232.710830688477
269916.67,237.865707397461
270000.00,233.999542236328
270083.33,237.221343994141
270166.67,237.865707397461
270250.00,237.221343994141
270333.33,238.510070800781
270416.67,239.798797607422
270500.00,241.087509155273
270583.33,242.376235961914
270666.67,242.376235961914
270750.00,244.953674316406
270833.33,244.953674316406
270916.67,246.242401123047
271000.00,246.886764526367
271083.33,246.242401123047
271166.67,247.531112670898
271250.00,248.819839477539
271333.33,248.819839477539
271416.67,250.10856628418
271500.00,251.397277832031
271583.33,255.263442993164
271666.67,250.10856628418
271750.00,256.552154541016
271833.33,254.619079589844
271916.67,253.330368041992
272000.00,257.196533203125
272083.33,255.263442993164
272166.67,258.485260009766
272250.00,260.418334960938
272333.33,259.129608154297
272416.67,260.418334960938
272500.00,261.707061767578
272583.33,260.418334960938
272666.67,265.573211669922
272750.00,264.928863525391
272833.33,264.928863525391
272916.67,264.284484863281
273000.00,266.217559814453
273083.33,266.861938476563
273166.67,268.150665283203
273250.00,267.506286621094
273333.33,268.795013427734
273416.67,270.728088378906
273500.00,269.439361572266
273583.33,273.949890136719
273666.67,272.016815185547
273750.00,272.016815185547
273833.33,275.238616943359
273916.67,275.882995605469
274000.00,275.238616943359
274083.33,276.52734375
274166.67,275.238616943359
274250.00,278.460418701172
274333.33,278.460418701172
274416.67,278.460418701172
274500.00,279.749145507813
274583.33,282.326599121094
274666.67,283.615295410156
274750.00,280.393493652344
274833.33,282.970947265625
274916.67,282.970947265625
275000.00,285.548400878906
275083.33,283.615295410156
275166.67,286.192749023438
275250.00,286.192749023438
275333.33,285.548400878906
275416.67,291.347625732422
275500.00,289.41455078125
275583.33,288.770202636719
275666.67,289.41455078125
275750.00,290.703277587891
275833.33,292.636352539063
275916.67,292.636352539063
276000.00,290.703277587891
276083.33,293.925079345703
276166.67,293.925079345703
276250.00,292.636352539063
276333.33,295.213806152344
276416.67,296.502532958984
276500.00,296.502532958984
276583.33,295.213806152344
276666.67,295.213806152344
276750.00,297.146881103516
276833.33,299.079956054688
276916.67,297.791229248047
277000.00,297.791229248047
277083.33,299.079956054688
277166.67,302.3017578125
277250.00,297.791229248047
277333.33,302.3017578125
277416.67,302.3017578125
277500.00,302.3017578125
277583.33,302.946136474609
277666.67,303.590484619141
277750.00,305.523559570313
277833.33,302.3017578125
277916.67,304.234832763672
278000.00,306.167938232422
278083.33,306.812286376953
278166.67,306.812286376953
278250.00,306.812286376953
278333.33,310.034088134766
278416.67,308.101013183594
278500.00,309.389739990234
278583.33,310.678436279297
278666.67,309.389739990234
278750.00,310.034088134766
278833.33,310.034088134766
278916.67,310.034088134766
279000.00,311.967163085938
279083.33,311.967163085938
279166.67,313.255889892578
279250.00,313.900268554688
279333.33,312.611541748047
279416.67,313.900268554688
279500.00,313.900268554688
279583.33,315.833343505859
279666.67,313.900268554688
279750.00,314.544616699219
279833.33,316.477691650391
279916.67,315.18896484375
280000.00,317.1220703125
280083.33,317.766418457031
280166.67,319.055145263672
280250.00,317.1220703125
280333.33,318.410766601563
280416.67,319.699493408203
280500.00,317.766418457031
280583.33,319.055145263672
280666.67,319.699493408203
280750.00,319.055145263672
280833.33,320.343872070313
280916.67,318.410766601563
281000.00,320.988220214844
281083.33,321.632568359375
281166.67,321.632568359375
281250.00,322.921295166016
281333.33,321.632568359375
281416.67,323.565673828125
