Time (microseconds),V_ch1,I_ch1_f0,I_ch2_f
0.00,3.95140147209167,0.00454074144363403,-0.0561766102910042
208.33,8.41269683837891,-0.125613898038864,-0.0558084361255169
416.67,11.5993356704712,-0.0544561110436916,-0.0511599965393543
625.00,14.1486473083496,-0.00405365973711014,-0.0648132264614105
833.33,15.4233026504517,-0.178359597921371,-0.0759986191987991
1041.67,21.7965812683105,-0.222383558750153,-0.0770045146346092
1250.00,26.2578754425049,-0.263034164905548,-0.0822424814105034
1458.33,29.4445152282715,-0.296265244483948,-0.0870846062898636
1666.67,33.268482208252,-0.165444850921631,-0.0678662955760956
1875.00,36.4551200866699,-0.192913562059402,-0.0457922667264938
2083.33,42.8283996582031,-0.320720940828323,-0.0519529804587364
2291.67,44.7403831481934,-0.441140085458755,-0.0763165131211281
2500.00,49.2016792297363,-0.447175800800323,-0.0988388359546661
2708.33,54.3003005981445,-0.2383032143116,-0.0887844488024712
2916.67,55.5749588012695,-0.281169891357422,-0.0866700485348701
3125.00,55.5749588012695,-0.588310420513153,-0.0997937545180321
3333.33,62.585563659668,-0.500068664550781,-0.0889491885900497
3541.67,68.3215179443359,-0.195241689682007,-0.0753340944647789
3750.00,73.4201354980469,-0.135344251990318,-0.0857244059443474
3958.33,74.6947937011719,-0.200716808438301,-0.115433931350708
4166.67,78.5187606811523,-0.28007560968399,-0.125665873289108
4375.00,83.6173858642578,-0.0789338424801826,-0.107121974229813
4583.33,82.9800567626953,0.142326936125755,-0.0899794772267342
4791.67,88.7160034179688,-0.0698866322636604,-0.0884927734732628
5000.00,90.6279907226563,-0.15857008099556,-0.0942985787987709
5208.33,95.0892868041992,-0.16561433672905,-0.106845781207085
5416.67,96.3639373779297,-0.112282007932663,-0.114136673510075
5625.00,100.18790435791,0.10551318526268,-0.119440548121929
5833.33,106.561187744141,0.047231949865818,-0.117163442075253
6041.67,109.747825622559,-0.135099202394485,-0.100698120892048
6250.00,111.659805297852,-0.163386046886444,-0.0782969668507576
6458.33,115.483772277832,-0.130102500319481,-0.0482545122504234
6666.67,115.483772277832,-0.000205285847187042,-0.0398688428103924
6875.00,119.945068359375,-0.0093844523653388,-0.0608375072479248
7083.33,126.955673217773,0.049387700855732,-0.0866836607456207
7291.67,126.318351745605,0.0829245448112488,-0.0840100049972534
7500.00,132.054306030273,-0.0167504008859396,-0.0657420605421066
7708.33,138.427581787109,0.00329060200601816,-0.0589068830013275
7916.67,142.251541137695,0.0539431050419807,-0.0583323761820793
8125.00,144.800857543945,0.196289792656898,-0.066417470574379
8333.33,148.624816894531,0.278484553098679,-0.0710194930434227
8541.67,152.448791503906,0.214918524026871,-0.0666575506329536
8750.00,155.635437011719,-0.00655465573072433,-0.0698053985834122
8958.33,156.272750854492,-0.0861517712473869,-0.0633811578154564
9166.67,162.646041870117,0.034211877733469,-0.0488262325525284
9375.00,167.107330322266,0.0898846089839935,-0.036089263856411
9583.33,169.019317626953,-0.0949414372444153,-0.0271869208663702
9791.67,175.392593383789,-0.0992964953184128,-0.0404978021979332
10000.00,179.216552734375,0.00465923175215721,-0.0470586307346821
10208.33,184.315185546875,0.0978847742080688,-0.0272750928997993
10416.67,188.139144897461,0.0506974160671234,-0.0147307626903057
10625.00,191.325790405273,-0.0966110303997993,0.00117365922778845
10833.33,193.237777709961,0.086316853761673,-0.0056643090210855
11041.67,198.973724365234,0.269996017217636,-0.0421421602368355
11250.00,199.611053466797,0.503602147102356,-0.0543228425085545
11458.33,205.984329223633,0.643423795700073,-0.0569668225944042
11666.67,211.082946777344,0.606775879859924,-0.0622830539941788
11875.00,213.632263183594,0.419805496931076,-0.0643254667520523
12083.33,217.456237792969,0.445715337991714,-0.0518532209098339
12291.67,221.280197143555,0.597790896892548,-0.0431955903768539
12500.00,226.378814697266,0.61520391702652,-0.042372390627861
