Time (microseconds),V_ch1,I_ch2_f
32916.67,304.1328125,11.8692626953125
33125.00,300.308837890625,11.7855014801025
33333.33,299.034210205078,11.6692972183228
33541.67,299.034210205078,11.5604381561279
33750.00,295.210235595703,11.4763212203979
33958.33,293.935577392578,11.4043045043945
34166.67,288.836944580078,11.3061380386353
34375.00,287.562286376953,11.172308921814
34583.33,283.101013183594,11.0320796966553
34791.67,281.189025878906,10.9096279144287
35000.00,273.541076660156,10.805046081543
35208.33,273.541076660156,10.7069311141968
35416.67,265.893157958984,10.6291551589966
35625.00,268.442474365234,10.5436153411865
35833.33,265.255828857422,10.4329471588135
36041.67,263.981170654297,10.3141288757324
36250.00,260.157196044922,10.1971092224121
36458.33,258.882537841797,10.090368270874
36666.67,250.597274780273,10.0089273452759
36875.00,252.509262084961,9.95518112182617
37083.33,253.146591186523,9.87390327453613
37291.67,245.498657226563,9.76573944091797
37500.00,245.498657226563,9.68010997772217
37708.33,242.949340820313,9.61674880981445
37916.67,244.223999023438,9.53663539886475
38125.00,239.125381469727,9.44247150421143
38333.33,238.488052368164,9.35686016082764
38541.67,234.026748657227,9.27340984344482
38750.00,232.752105712891,9.17329025268555
38958.33,227.653472900391,9.06924819946289
39166.67,224.466842651367,8.96732425689697
39375.00,225.10417175293,8.84725475311279
39583.33,220.642868041992,8.7305154800415
39791.67,217.456237792969,8.6240348815918
40000.00,216.181579589844,8.50836849212646
40208.33,212.357604980469,8.38851928710938
40416.67,208.533645629883,8.26193046569824
40625.00,205.34700012207,8.13198471069336
40833.33,198.973724365234,8.00755023956299
41041.67,200.248382568359,7.87241506576538
41250.00,194.512435913086,7.71159172058105
41458.33,192.600448608398,7.54856204986572
41666.67,189.413803100586,7.4007248878479
41875.00,184.315185546875,7.25975227355957
42083.33,181.765869140625,7.13445901870728
42291.67,179.216552734375,7.02437877655029
42500.00,176.029922485352,6.90466737747192
42708.33,171.568618774414,6.74230527877808
42916.67,166.470001220703,6.57210874557495
43125.00,161.371383666992,6.43057060241699
43333.33,161.371383666992,6.29254913330078
43541.67,156.272750854492,6.15059757232666
43750.00,151.811462402344,6.02655410766602
43958.33,148.624816894531,5.9003963470459
44166.67,143.52619934082,5.72058725357056
44375.00,142.251541137695,5.5270824432373
44583.33,137.790252685547,5.38122940063477
44791.67,135.878265380859,5.24927091598511
45000.00,130.779647827148,5.11579704284668
45208.33,126.318351745605,4.96799755096436
45416.67,121.857055664063,4.79331254959106
45625.00,118.670417785645,4.62321281433105
45833.33,113.571792602539,4.45088911056519
46041.67,112.934463500977,4.28297233581543
46250.00,107.835838317871,4.15072202682495
46458.33,103.374549865723,4.00046348571777
46666.67,95.7266082763672,3.82853150367737
46875.00,94.4519577026367,3.67461895942688
47083.33,88.7160034179688,3.52300381660461
47291.67,86.1666946411133,3.36920428276062
47500.00,80.4307403564453,3.21841144561768
47708.33,77.2441024780273,3.04813957214355
47916.67,72.1454849243164,2.8656051158905
48125.00,67.6841888427734,2.69758319854736
48333.33,70.2334976196289,2.52359056472778
48541.67,63.2228927612305,2.38141536712646
48750.00,58.7615966796875,2.25142073631287
48958.33,52.3883171081543,2.0917592048645
49166.67,49.2016792297363,1.9269312620163
49375.00,42.8283996582031,1.76307153701782
49583.33,40.9164161682129,1.59938871860504
49791.67,37.0924491882324,1.43586957454681
50000.00,33.268482208252,1.30122220516205
50208.33,26.8952045440674,1.17675042152405
50416.67,24.9832210540771,1.03870868682861
50625.00,25.620548248291,0.900328874588013
50833.33,20.5219249725342,0.745122134685516
51041.67,14.7859754562378,0.582976281642914
51250.00,12.2366638183594,0.444572359323502
51458.33,8.41269683837891,0.310883820056915
51666.67,4.58872938156128,0.152833670377731
51875.00,2.67674589157104,-0.0148127377033234
52083.33,-4.97118854522705,-0.194202274084091
52291.67,-6.2458438873291,-0.354290843009949
52500.00,-10.7071390151978,-0.49079293012619
52708.33,-11.9817943572998,-0.645699858665466
52916.67,-11.3444671630859,-0.809004604816437
53125.00,-18.355073928833,-0.948479771614075
53333.33,-27.9149913787842,-1.09464693069458
53541.67,-27.9149913787842,-1.25346231460571
53750.00,-32.3762855529785,-1.40889191627502
53958.33,-35.5629234313965,-1.55688345432281
54166.67,-40.661548614502,-1.68507480621338
54375.00,-43.8481864929199,-1.81147658824921
54583.33,-46.3974990844727,-1.96350860595703
54791.67,-50.8587951660156,-2.13995218276978
55000.00,-54.0454330444336,-2.30665159225464
55208.33,-60.4187126159668,-2.46218919754028
55416.67,-61.6933670043945,-2.59448432922363
55625.00,-67.4293212890625,-2.71319150924683
55833.33,-68.703971862793,-2.83800601959229
56041.67,-72.5279388427734,-2.98498058319092
56250.00,-75.7145767211914,-3.14167046546936
56458.33,-82.0878601074219,-3.27718496322632
56666.67,-83.9998397827148,-3.38522577285767
56875.00,-87.1864776611328,-3.48007583618164
57083.33,-91.0104446411133,-3.60653066635132
57291.67,-93.5597610473633,-3.76148366928101
57500.00,-99.2957077026367,-3.92554903030396
57708.33,-99.2957077026367,-4.07865142822266
57916.67,-105.668991088867,-4.20654153823853
58125.00,-105.668991088867,-4.32189464569092
58333.33,-110.13028717041,-4.45007038116455
58541.67,-112.679595947266,-4.58292007446289
58750.00,-117.778221130371,-4.70429420471191
58958.33,-120.327529907227,-4.82295799255371
59166.67,-124.151496887207,-4.9383978843689
59375.00,-126.0634765625,-5.06593656539917
59583.33,-129.887451171875,-5.19532489776611
59791.67,-135.623397827148,-5.34078359603882
60000.00,-136.898056030273,-5.5039701461792
60208.33,-139.447357177734,-5.65769624710083
60416.67,-143.271331787109,-5.79980516433716
60625.00,-149.644607543945,-5.93261098861694
60833.33,-150.91926574707,-6.07045841217041
61041.67,-156.655212402344,-6.21009492874146
61250.00,-159.841857910156,-6.36574506759644
61458.33,-164.940475463867,-6.53691720962524
61666.67,-167.489791870117,-6.69084548950195
61875.00,-173.225738525391,-6.85180950164795
62083.33,-174.500396728516,-6.99773645401001
62291.67,-177.687042236328,-7.13838005065918
62500.00,-181.511001586914,-7.30214166641235
62708.33,-185.972305297852,-7.46932363510132
62916.67,-190.43359375,-7.62099933624268
63125.00,-196.169540405273,-7.75762224197388
63333.33,-197.444198608398,-7.89325475692749
63541.67,-200.630844116211,-8.01576519012451
63750.00,-207.004119873047,-8.13476085662842
63958.33,-208.916107177734,-8.27563858032227
64166.67,-210.828079223633,-8.43818092346191
64375.00,-215.926712036133,-8.5920295715332
64583.33,-218.476013183594,-8.71917343139648
64791.67,-222.299987792969,-8.82450199127197
65000.00,-231.859909057617,-8.94197559356689
65208.33,-228.673263549805,-9.07785606384277
65416.67,-236.958526611328,-9.21064758300781
65625.00,-236.958526611328,-9.33340454101563
65833.33,-237.595855712891,-9.45693588256836
66041.67,-241.419815063477,-9.57687568664551
66250.00,-243.969131469727,-9.70570182800293
66458.33,-246.518447875977,-9.82622909545898
66666.67,-249.705078125,-9.9232873916626
66875.00,-252.25439453125,-10.0331153869629
67083.33,-254.166381835938,-10.1490039825439
67291.67,-256.715698242188,-10.263313293457
67500.00,-259.265014648438,-10.3474445343018
67708.33,-262.451629638672,-10.3986511230469
67916.67,-263.726287841797,-10.4754257202148
68125.00,-266.912933349609,-10.5665035247803
68333.33,-269.462249755859,-10.6262855529785
68541.67,-272.648895263672,-10.659291267395
68750.00,-273.286224365234,-10.7084703445435
68958.33,-277.747497558594,-10.7603950500488
69166.67,-275.835510253906,-10.8241930007935
69375.00,-278.384826660156,-10.9219417572021
69583.33,-279.659484863281,-11.0051231384277
69791.67,-279.659484863281,-11.0597610473633
70000.00,-284.120788574219,-11.1059608459473
70208.33,-282.846130371094,-11.1529779434204
70416.67,-284.758117675781,-11.2186994552612
70625.00,-287.944763183594,-11.3088932037354
70833.33,-295.592681884766,-11.3858089447021
71041.67,-291.768707275391,-11.4497318267822
71250.00,-293.043365478516,-11.5066699981689
71458.33,-293.680694580078,-11.5492534637451
71666.67,-294.955352783203,-11.5950803756714
71875.00,-296.867340087891,-11.6460609436035
72083.33,-296.230010986328,-11.6946239471436
72291.67,-297.504669189453,-11.7344903945923
72500.00,-300.053985595703,-11.7742166519165
72708.33,-301.965972900391,-11.8066320419312
72916.67,-302.603302001953,-11.8330087661743
73125.00,-303.877960205078,-11.874623298645
73333.33,-301.965972900391,-11.920991897583
73541.67,-303.240631103516,-11.9753446578979
73750.00,-301.965972900391,-12.0119476318359
73958.33,-305.789947509766,-12.0263977050781
74166.67,-305.152618408203,-12.0447826385498
74375.00,-303.877960205078,-12.0423917770386
74583.33,-307.701904296875,-12.0401811599731
74791.67,-308.339233398438,-12.0833721160889
75000.00,-310.251220703125,-12.1426858901978
75208.33,-310.251220703125,-12.1817207336426
75416.67,-314.0751953125,-12.206316947937
75625.00,-310.251220703125,-12.2146940231323
75833.33,-310.888549804688,-12.2145395278931
76041.67,-308.9765625,-12.2452726364136
76250.00,-310.251220703125,-12.2815809249878
76458.33,-310.251220703125,-12.3079652786255
76666.67,-313.437866210938,-12.3287649154663
76875.00,-311.52587890625,-12.3336324691772
77083.33,-312.800537109375,-12.3266439437866
77291.67,-314.712524414063,-12.3503408432007
77500.00,-314.0751953125,-12.4002485275269
77708.33,-312.800537109375,-12.4305896759033
77916.67,-315.349853515625,-12.4291982650757
78125.00,-315.987182617188,-12.4279117584229
78333.33,-312.800537109375,-12.42600440979
78541.67,-315.987182617188,-12.4263963699341
78750.00,-314.0751953125,-12.4576330184937
78958.33,-316.62451171875,-12.4843549728394
79166.67,-315.987182617188,-12.4745931625366
79375.00,-315.349853515625,-12.4433097839355
79583.33,-315.349853515625,-12.434494972229
79791.67,-315.349853515625,-12.450758934021
80000.00,-315.349853515625,-12.4629220962524
80208.33,-317.899169921875,-12.4720115661621
80416.67,-317.899169921875,-12.4954929351807
80625.00,-317.261840820313,-12.4791450500488
80833.33,-318.536499023438,-12.4640331268311
81041.67,-314.712524414063,-12.4881172180176
81250.00,-323.635101318359,-12.5103816986084
81458.33,-317.261840820313,-12.5309629440308
81666.67,-316.62451171875,-12.5499887466431
81875.00,-317.261840820313,-12.5575246810913
82083.33,-316.62451171875,-12.5364894866943
82291.67,-316.62451171875,-12.5012464523315
82500.00,-316.62451171875,-12.4679489135742
82708.33,-314.712524414063,-12.4436302185059
82916.67,-317.261840820313,-12.4261751174927
83125.00,-316.62451171875,-12.3978328704834
83333.33,-313.437866210938,-12.3709144592285
83541.67,-312.800537109375,-12.3352603912354
83750.00,-312.163208007813,-12.299427986145
83958.33,-314.0751953125,-12.2627143859863
84166.67,-310.251220703125,-12.2208766937256
84375.00,-307.064575195313,-12.182201385498
84583.33,-305.789947509766,-12.1112651824951
84791.67,-303.877960205078,-12.0219955444336
85000.00,-301.328643798828,-11.9473705291748
85208.33,-301.965972900391,-11.8783855438232
85416.67,-297.504669189453,-11.7873296737671
85625.00,-299.416656494141,-11.6974096298218
85833.33,-293.043365478516,-11.6121320724487
86041.67,-291.768707275391,-11.5038595199585
86250.00,-287.307434082031,-11.3750486373901
86458.33,-284.120788574219,-11.2602815628052
86666.67,-280.296813964844,-11.1635208129883
86875.00,-279.022155761719,-11.0575590133667
87083.33,-275.198211669922,-10.9538602828979
87291.67,-272.648895263672,-10.837176322937
87500.00,-271.374237060547,-10.7084875106812
87708.33,-266.275604248047,-10.5952682495117
87916.67,-266.912933349609,-10.5042476654053
88125.00,-263.726287841797,-10.4143619537354
88333.33,-254.166381835938,-10.3176259994507
88541.67,-255.441040039063,-10.2282009124756
88750.00,-253.529052734375,-10.1318912506104
88958.33,-252.25439453125,-10.0536298751831
89166.67,-250.342407226563,-9.98559188842773
89375.00,-248.430419921875,-9.89469242095947
89583.33,-247.155776977539,-9.78984069824219
89791.67,-243.969131469727,-9.68645000457764
90000.00,-242.694473266602,-9.58584594726563
90208.33,-239.507843017578,-9.48423004150391
90416.67,-236.958526611328,-9.38670253753662
90625.00,-229.310592651367,-9.29510974884033
90833.33,-229.310592651367,-9.20469379425049
91041.67,-228.035934448242,-9.10100650787354
91250.00,-225.486618041992,-8.98002529144287
91458.33,-226.123947143555,-8.86675071716309
91666.67,-221.662658691406,-8.78573131561279
91875.00,-219.113342285156,-8.69431972503662
92083.33,-217.838684082031,-8.5947380065918
92291.67,-216.564041137695,-8.5091438293457
92500.00,-212.102737426758,-8.38980960845947
92708.33,-207.004119873047,-8.23928546905518
92916.67,-199.356185913086,-8.10947132110596
93125.00,-201.268173217773,-7.99233865737915
93333.33,-197.444198608398,-7.88405799865723
93541.67,-194.257553100586,-7.78467845916748
93750.00,-190.43359375,-7.64757442474365
93958.33,-188.521606445313,-7.48708534240723
94166.67,-181.511001586914,-7.3430323600769
94375.00,-180.873672485352,-7.19550514221191
94583.33,-176.412384033203,-7.05481910705566
94791.67,-171.313751220703,-6.90896844863892
95000.00,-168.764450073242,-6.76049757003784
95208.33,-164.940475463867,-6.62468338012695
95416.67,-161.116516113281,-6.47543859481812
95625.00,-157.929870605469,-6.32526636123657
95833.33,-152.831253051758,-6.18859672546387
96041.67,-152.193923950195,-6.04143333435059
96250.00,-146.457977294922,-5.89390325546265
96458.33,-141.996673583984,-5.74244356155396
96666.67,-139.447357177734,-5.58304405212402
96875.00,-136.898056030273,-5.41199588775635
97083.33,-132.436752319336,-5.23448801040649
97291.67,-129.887451171875,-5.10916757583618
97500.00,-127.338134765625,-4.98613739013672
97708.33,-119.690200805664,-4.81640005111694
97916.67,-116.503562927246,-4.64871978759766
98125.00,-108.855628967285,-4.47935104370117
98333.33,-106.30632019043,-4.31847381591797
98541.67,-101.207695007324,-4.14965009689331
98750.00,-97.3837280273438,-3.96270990371704
98958.33,-93.5597610473633,-3.7942054271698
99166.67,-91.6477737426758,-3.61904859542847
99375.00,-85.9118270874023,-3.44420456886292
99583.33,-81.4505310058594,-3.25241732597351
99791.67,-80.8132019042969,-3.08086776733398
100000.00,-73.1652679443359,-2.93951511383057
100208.33,-67.4293212890625,-2.78299641609192
100416.67,-62.330696105957,-2.6031231880188
100625.00,-59.1440544128418,-2.40812277793884
100833.33,-55.3200874328613,-2.23001289367676
101041.67,-50.8587951660156,-2.09049367904663
101250.00,-47.6721534729004,-1.96439039707184
101458.33,-46.3974990844727,-1.8226865530014
101666.67,-38.7495651245117,-1.67302310466766
101875.00,-38.1122360229492,-1.51456558704376
102083.33,-31.7389583587646,-1.34223461151123
102291.67,-28.552318572998,-1.18795311450958
102500.00,-25.3656787872314,-1.06184530258179
102708.33,-18.9924011230469,-0.915829122066498
102916.67,-16.4430904388428,-0.76146125793457
103125.00,-13.2564506530762,-0.619477331638336
103333.33,-10.7071390151978,-0.482479333877563
103541.67,-6.2458438873291,-0.3622967004776
103750.00,-7.52049970626831,-0.239708259701729
103958.33,0.127434447407722,-0.109151735901833
104166.67,3.31407380104065,0.021590568125248
104375.00,6.50071287155151,0.186251327395439
104583.33,10.962007522583,0.362880825996399
104791.67,12.8739910125732,0.511083722114563
105000.00,19.2472705841064,0.636598408222198
105208.33,21.1592540740967,0.778476238250732
105416.67,24.9832210540771,0.934044599533081
105625.00,28.1698589324951,1.09006249904633
105833.33,33.9058113098145,1.26731848716736
106041.67,37.7297782897949,1.43620502948761
106250.00,40.2790908813477,1.57653212547302
106458.33,44.1030578613281,1.70338225364685
106666.67,47.2896957397461,1.83500635623932
106875.00,51.7509918212891,1.9911482334137
107083.33,54.937629699707,2.16564679145813
107291.67,58.7615966796875,2.33557438850403
107500.00,62.585563659668,2.48835182189941
107708.33,66.4095306396484,2.61378741264343
107916.67,69.5961685180664,2.73405146598816
108125.00,74.6947937011719,2.86820363998413
108333.33,74.6947937011719,3.01232194900513
108541.67,81.0680694580078,3.1512930393219
108750.00,82.3427276611328,3.27401781082153
108958.33,87.4413528442383,3.40326404571533
109166.67,91.2653198242188,3.52274298667908
109375.00,93.1772994995117,3.63319253921509
109583.33,97.0012664794922,3.76257991790771
109791.67,101.462562561035,3.90229368209839
110000.00,100.825233459473,4.0601692199707
110208.33,106.561187744141,4.21760225296021
110416.67,110.385154724121,4.34734153747559
110625.00,112.297134399414,4.46440410614014
110833.33,109.747825622559,4.56974792480469
111041.67,116.121101379395,4.69297933578491
111250.00,119.945068359375,4.81694984436035
111458.33,124.406364440918,4.95022010803223
111666.67,127.593002319336,5.10644721984863
111875.00,132.054306030273,5.23794364929199
112083.33,138.427581787109,5.37386322021484
112291.67,140.339553833008,5.519615650177
112500.00,144.800857543945,5.66584157943726
112708.33,145.438186645508,5.82973718643188
112916.67,149.899475097656,5.99847936630249
113125.00,154.998107910156,6.15159702301025
113333.33,158.18473815918,6.30175971984863
113541.67,163.920684814453,6.45493459701538
113750.00,169.019317626953,6.60873985290527
113958.33,171.568618774414,6.7796425819397
114166.67,174.117935180664,6.95701599121094
114375.00,179.216552734375,7.11093282699585
114583.33,181.765869140625,7.25321769714355
114791.67,186.864501953125,7.39839220046997
115000.00,186.864501953125,7.55413627624512
115208.33,191.963119506836,7.72898483276367
115416.67,191.325790405273,7.90641593933105
115625.00,202.160369873047,8.04746150970459
115833.33,203.435012817383,8.16923236846924
116041.67,208.533645629883,8.30046844482422
116250.00,211.720275878906,8.44763565063477
116458.33,216.181579589844,8.58798885345459
116666.67,216.181579589844,8.72348022460938
116875.00,222.55485534668,8.87170791625977
117083.33,227.653472900391,9.00011730194092
117291.67,227.016143798828,9.11882305145264
117500.00,232.752105712891,9.24435424804688
117708.33,237.850723266602,9.36901473999023
117916.67,241.674682617188,9.49717903137207
118125.00,244.861328125,9.62427425384521
118333.33,246.773315429688,9.73745536804199
118541.67,244.861328125,9.85357284545898
118750.00,251.871932983398,9.94511795043945
118958.33,248.047973632813,10.0189743041992
119166.67,255.058578491211,10.1274585723877
119375.00,260.794525146484,10.2442588806152
119583.33,260.794525146484,10.3235111236572
119791.67,264.618499755859,10.4096984863281
120000.00,265.893157958984,10.5094766616821
120208.33,268.442474365234,10.5715579986572
120416.67,270.354431152344,10.6461801528931
120625.00,271.629089355469,10.7481918334961
120833.33,270.991760253906,10.8482389450073
121041.67,276.090393066406,10.9249286651611
121250.00,269.079772949219,10.9742822647095
121458.33,280.551696777344,11.0199060440063
121666.67,281.826354980469,11.0893659591675
121875.00,281.189025878906,11.182297706604
122083.33,285.012969970703,11.2739505767822
122291.67,286.287628173828,11.3558044433594
122500.00,288.199615478516,11.4113683700562
122708.33,288.199615478516,11.472785949707
122916.67,289.474273681641,11.532434463501
123125.00,290.111602783203,11.5976266860962
123333.33,294.572906494141,11.6866130828857
123541.67,293.935577392578,11.7545137405396
123750.00,295.847564697266,11.7914352416992
123958.33,296.484893798828,11.8169498443604
124166.67,297.759552001953,11.8434085845947
124375.00,299.671508789063,11.8707389831543
124583.33,301.58349609375,11.9074926376343
124791.67,302.220825195313,11.9529571533203
125000.00,302.858154296875,11.9906768798828
125208.33,302.858154296875,12.0104684829712
125416.67,303.495483398438,12.0187120437622
125625.00,306.044799804688,12.05002784729
125833.33,304.770141601563,12.1048250198364
126041.67,307.319458007813,12.1468648910522
126250.00,306.68212890625,12.1756753921509
126458.33,309.868774414063,12.1951284408569
126666.67,307.319458007813,12.1973152160645
126875.00,309.2314453125,12.1907205581665
127083.33,311.143432617188,12.1910858154297
127291.67,310.506103515625,12.2057838439941
127500.00,311.143432617188,12.2387580871582
127708.33,310.506103515625,12.2792930603027
127916.67,314.967407226563,12.3067111968994
128125.00,311.78076171875,12.3320579528809
128333.33,318.154022216797,12.3425645828247
128541.67,315.604705810547,12.3551502227783
128750.00,314.967407226563,12.392632484436
128958.33,312.418090820313,12.4157943725586
129166.67,313.692749023438,12.4285898208618
129375.00,313.055419921875,12.4490346908569
129583.33,315.604705810547,12.4650621414185
129791.67,312.418090820313,12.4856224060059
130000.00,314.330078125,12.5132446289063
130208.33,313.055419921875,12.5071868896484
130416.67,315.604705810547,12.484354019165
130625.00,324.527313232422,12.4603757858276
130833.33,318.791351318359,12.4295930862427
131041.67,318.154022216797,12.4104709625244
131250.00,316.879364013672,12.4042816162109
131458.33,317.516693115234,12.4078941345215
131666.67,315.604705810547,12.425594329834
131875.00,318.154022216797,12.4347763061523
132083.33,319.428680419922,12.4432640075684
132291.67,314.967407226563,12.4511108398438
132500.00,313.055419921875,12.4612369537354
132708.33,316.879364013672,12.4935741424561
132916.67,322.615325927734,12.5277757644653
133125.00,316.879364013672,12.5421600341797
133333.33,315.604705810547,12.5238647460938
133541.67,318.154022216797,12.4868478775024
133750.00,318.154022216797,12.4827852249146
133958.33,316.879364013672,12.4991340637207
134166.67,319.428680419922,12.5142478942871
134375.00,316.879364013672,12.517448425293
134583.33,318.154022216797,12.4859418869019
134791.67,318.154022216797,12.4503545761108
135000.00,317.516693115234,12.4203290939331
135208.33,314.330078125,12.4011888504028
135416.67,315.604705810547,12.394983291626
135625.00,315.604705810547,12.3720140457153
135833.33,314.330078125,12.3364210128784
136041.67,311.78076171875,12.294900894165
136250.00,312.418090820313,12.2421588897705
136458.33,310.506103515625,12.1718616485596
136666.67,307.956787109375,12.0925168991089
136875.00,304.770141601563,12.0407085418701
137083.33,302.858154296875,11.9712753295898
137291.67,302.858154296875,11.8683166503906
137500.00,295.847564697266,11.760214805603
137708.33,297.122222900391,11.6588459014893
137916.67,295.210235595703,11.5780620574951
138125.00,296.484893798828,11.4875869750977
138333.33,287.562286376953,11.3637409210205
138541.67,286.287628173828,11.2363290786743
138750.00,282.463684082031,11.1343421936035
138958.33,280.551696777344,11.0328826904297
