Time (microseconds),V_ch1
0.00,2.05178761482239
208.33,4.61656093597412
416.67,7.82252788543701
625.00,13.5932683944702
833.33,17.4404296875
1041.67,21.2875900268555
1250.00,25.1347503662109
1458.33,30.2642974853516
1666.67,34.111457824707
1875.00,36.6762313842773
2083.33,41.805778503418
2291.67,46.9353256225586
2500.00,50.1412925720215
2708.33,53.988452911377
2916.67,57.1944198608398
3125.00,61.6827735900879
3333.33,66.1711273193359
3541.67,71.3006744384766
3750.00,73.224250793457
3958.33,78.9949951171875
4166.67,80.2773818969727
4375.00,86.6893157958984
4583.33,90.5364761352539
4791.67,94.3836364746094
5000.00,97.589599609375
5208.33,101.43675994873
5416.67,106.566307067871
5625.00,108.489891052246
5833.33,111.695854187012
6041.67,116.825401306152
6250.00,115.543014526367
6458.33,125.160919189453
6666.67,129.008071899414
6875.00,134.137619018555
7083.33,136.702392578125
7291.67,141.831939697266
7500.00,145.679107666016
7708.33,152.091033935547
7916.67,153.373428344727
8125.00,157.220581054688
8333.33,162.350128173828
8541.67,161.067749023438
8750.00,169.403259277344
8958.33,173.891616821289
9166.67,177.73876953125
9375.00,180.30354309082
9583.33,186.715484619141
9791.67,188.639068603516
10000.00,193.127410888672
10208.33,196.974578857422
10416.67,197.615768432617
10625.00,203.386505126953
10833.33,205.310089111328
11041.67,209.157257080078
11250.00,214.927993774414
11458.33,217.492767333984
11666.67,220.057540893555
11875.00,223.904693603516
12083.33,229.034240722656
12291.67,230.316635131836
12500.00,236.728561401367
12708.33,235.446182250977
12916.67,244.422882080078
13125.00,245.705276489258
13333.33,250.193634033203
13541.67,253.399597167969
13750.00,257.246765136719
13958.33,259.8115234375
14166.67,264.941070556641
14375.00,264.941070556641
14583.33,270.070617675781
14791.67,275.200164794922
15000.00,274.558990478516
15208.33,280.329711914063
15416.67,281.612091064453
15625.00,284.176879882813
15833.33,286.741638183594
16041.67,288.024047851563
16250.00,290.588806152344
16458.33,295.077178955078
16666.67,295.718353271484
16875.00,297.000732421875
17083.33,299.565521240234
17291.67,302.771484375
17500.00,304.053863525391
17708.33,306.61865234375
17916.67,309.824615478516
18125.00,310.4658203125
18333.33,311.748199462891
18541.67,312.389373779297
18750.00,316.236541748047
18958.33,316.236541748047
19166.67,319.442504882813
19375.00,319.442504882813
19583.33,320.083709716797
19791.67,322.007293701172
20000.00,322.648468017578
20208.33,323.930877685547
20416.67,324.572052001953
20625.00,323.930877685547
20833.33,325.213256835938
21041.67,328.419219970703
21250.00,329.060424804688
21458.33,330.984008789063
21666.67,329.060424804688
21875.00,332.266387939453
22083.33,328.419219970703
22291.67,330.342803955078
22500.00,332.266387939453
22708.33,332.266387939453
22916.67,332.907562255859
23125.00,335.472351074219
23333.33,333.548767089844
23541.67,334.189971923828
23750.00,334.189971923828
23958.33,335.472351074219
24166.67,337.395935058594
24375.00,336.113555908203
24583.33,337.395935058594
24791.67,336.113555908203
25000.00,338.037109375
25208.33,336.113555908203
25416.67,340.601898193359
25625.00,338.678314208984
25833.33,338.037109375
26041.67,343.807861328125
26250.00,338.678314208984
26458.33,338.678314208984
26666.67,338.678314208984
26875.00,340.601898193359
27083.33,339.319519042969
27291.67,338.678314208984
27500.00,341.88427734375
27708.33,338.678314208984
27916.67,338.037109375
28125.00,340.601898193359
28333.33,345.090240478516
28541.67,338.678314208984
28750.00,340.601898193359
28958.33,341.243103027344
29166.67,344.449066162109
29375.00,340.601898193359
29583.33,343.166656494141
29791.67,343.166656494141
30000.00,339.960693359375
30208.33,343.166656494141
30416.67,342.525482177734
30625.00,341.243103027344
30833.33,344.449066162109
31041.67,343.166656494141
31250.00,341.88427734375
31458.33,344.449066162109
31666.67,340.601898193359
31875.00,340.601898193359
32083.33,338.678314208984
32291.67,336.113555908203
32500.00,332.907562255859
32708.33,331.625183105469
32916.67,325.213256835938
33125.00,326.495635986328
33333.33,324.572052001953
33541.67,325.854461669922
